fid,id,context,species_orig_pub,taxon,cf_genus,cf_sp,cf_subsp,s_type,s_foss,s_part,frr,sample_number,quantity,entity,weight_g,s_notes,AMS,discovery_report,bibliography,context_id,taxon_id,new_taxon_id,photo,qt,precise_taxon,Family,genus,specie,note
"6474",,Hercules cistern - US 612,"-",Vitis vinifera L.,false,false,false,carpological,charring,seed,,,"1",,,,,"2011","Moricca, C.,_Russo, G.,_Iamonico, D.,_Ceccaroni, E.,_Favero, G.,_Sadori, L._2024_Food and Environment During the Late Roman Age at the Site of Alba Fucens (Abruzzi, Italy)_Plants, 13(20), 3060","3176",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6640",,US 46,Vitis vinifera,Vitis vinifera L.,false,false,false,wood,charred,stem,,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3227",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6751",,US 38,Olea europea,Olea europaea L.,false,false,false,carpological,charred,,true,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3204",,"7637",,"1",Olea europaea L.,Oleaceae,Olea,europaea,
"6752",,US 71,Olea europea,Olea europaea L.,false,false,false,carpological,charred,,true,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3217",,"7637",,"1",Olea europaea L.,Oleaceae,Olea,europaea,
"6754",,US 28,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charred,,,,"3",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3202",,"11130",,"3",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6755",,US 28,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charred,,true,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3202",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6756",,US 29,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charred,,,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3203",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6757",,US 29,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charred,,true,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3203",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6758",,US 74,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charred,,,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3205",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6759",,US 74,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charred,,true,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3205",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6760",,US 77,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charred,,,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3206",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6761",,US 80,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charred,,true,,"1",,,,,"1995","Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212","3209",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6796",,Montarrenti - Area 8000,vite,Vitis vinifera L.,false,false,false,carpological,charred,,,,,,,,,,"Cantini, F._2003_Il Castello di Montarrenti: lo scavo archeologico, 1982-1987: per la storia della formazione del villaggio medievale in Toscana, secc. VII-XV_213-215","3247",,"11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6844",,Montarrenti - Area 1000,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,,,,,,,,,,,"Cantini, F._2003_Il Castello di Montarrenti: lo scavo archeologico, 1982-1987: per la storia della formazione del villaggio medievale in Toscana, secc. VII-XV_213-215","1235",,"11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6891",,US 1193,Vitis vinifera,Vitis vinifera L.,false,false,false,wood,,stem,true,,,,,,,"2005","Buonincontri, M. P.,_Di Falco, G.,_Moser, D.,_Donnini, D.,_Di Pasquale, G._2007_Il castello di Miranduolo (Siena): dati archeobotanici per il X-XI secolo_Atti Soc Nat Mat Modena, 137_355-372","3264",,"11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7033",,Well #1 - 112,Olea europaea,Olea europaea L.,false,false,false,carpological,waterlogging,fruit stone,,,"1",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3287",,"7637",,"1",Olea europaea L.,Oleaceae,Olea,europaea,
"7034",,Well #1 - 110,Olea europaea,Olea europaea L.,false,false,false,carpological,waterlogging,fruit stone,,,"1",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3288",,"7637",,"1",Olea europaea L.,Oleaceae,Olea,europaea,
"7078",,Well #1 - 112,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"12",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3287",,"11130",,"12",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7079",,Well #1 - 111,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"3",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3323",,"11130",,"3",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7080",,Well #1 - 110,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"8",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3288",,"11130",,"8",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7081",,Well #1 - 106,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,acorn,,,"1",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3315",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7082",,Well #1 - 103,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"1",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3326",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7083",,Well #1 - 102,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"21",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3327",,"11130",,"21",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7084",,Well #1 - 101,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"30",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3328",,"11130",,"30",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7085",,Well #1 - 100,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"7",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3329",,"11130",,"7",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7086",,Well #1 - 99,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"2",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3330",,"11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7087",,Well #1 - 98,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"4",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3331",,"11130",,"4",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7088",,Well #1 - 97,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"6",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3332",,"11130",,"6",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7089",,Well #1 - 96,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"3",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3324",,"11130",,"3",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7090",,Well #1 - 94,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"1",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3294",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7091",,Well #1 - 93,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"10",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3333",,"11130",,"10",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7092",,Well #1 - 92,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"17",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3334",,"11130",,"17",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7093",,Well #1 - 91,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"50",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3335",,"11130",,"50",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7094",,Well #1 - 90,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"9",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3336",,"11130",,"9",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7095",,Well #1 - 89,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charred,pip,,,"10",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3316",,"11130",,"10",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7096",,Well #1 - 89,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,true,,"6",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3316",,"11130",,"6",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7097",,Well #1 - 88,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"31",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3337",,"11130",,"31",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7098",,Well #1 - 87,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"33",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3338",,"11130",,"33",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7099",,Well #1 - 86,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"114",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3339",,"11130",,"114",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7100",,Well #1 - 86,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,Pedicel,true,,"2",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3339",,"11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7101",,Well #1 - 85,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"26",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3340",,"11130",,"26",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7102",,Well #1 - 84,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"9",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3297",,"11130",,"9",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7103",,Well #1 - 83,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,pip,,,"71",,,,,"1973","Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35","3325",,"11130",,"71",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7214",,Giardino del Padre Maestro - II half of XX,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"5",,,,,,,"5220",,"7637",,"5",Olea europaea L.,Oleaceae,Olea,europaea,
"7217",,Giardino del Padre Maestro - II half of XX,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,,false,,,,,,,,,"5220",,"11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7228",,Giardino del Padre Maestro - XVIII - XIX,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"5",,,,,,,"5221",,"7637",,"5",Olea europaea L.,Oleaceae,Olea,europaea,
"7237",,Giardino dello Speziale - XV,O. europaea,Olea europaea L.,false,false,false,wood,charring,,false,,"2",,,,,,,"5219",,"7637",,"2",Olea europaea L.,Oleaceae,Olea,europaea,
"7245",,Giardino dello Speziale - XVII,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"7",,,,,,,"5218",,"7637",,"7",Olea europaea L.,Oleaceae,Olea,europaea,
"7246",,Giardino dello Speziale - XVII,Vitis vinifera,Vitis vinifera L.,false,false,false,wood,charring,seed,false,,"1",,,,,,,"5218",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7260",,S. Maria in Belverde - strato 3,Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,seed,true,,"7",,,,,,"Carra, M. L.,_Cattani, L.,_Zanni, C._2003_Aspetti paletnobotanici dell'area insediativa protostorica di S. Maria in Belverde sul Monte Cetona (Siena)_Rivista di scienze preistoriche_53_505-518","5185",,"11130",,"7",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7275",,S. Maria in Belverde - strato 2,Vitis sylvestris L.,Vitis vinifera L.,false,false,false,carpological,charring,seed,false,,"1",,,,,,"Carra, M. L.,_Cattani, L.,_Zanni, C._2003_Aspetti paletnobotanici dell'area insediativa protostorica di S. Maria in Belverde sul Monte Cetona (Siena)_Rivista di scienze preistoriche_53_505-518","5187",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7276",,S. Maria in Belverde - strato 2,Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,seed,false,,"22",,,,,,"Carra, M. L.,_Cattani, L.,_Zanni, C._2003_Aspetti paletnobotanici dell'area insediativa protostorica di S. Maria in Belverde sul Monte Cetona (Siena)_Rivista di scienze preistoriche_53_505-518","5187",,"11130",,"22",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7316",,ship C,Olea europaea L.,Olea europaea L.,false,false,false,wood,waterlogging,stem,false,,,,,,,"1999",,"5181",,"7637",,,Olea europaea L.,Oleaceae,Olea,europaea,
"7329",,ship C,Olea europaea L.,Olea europaea L.,false,false,false,wood,waterlogging,stem,false,,,,,"Planking treenails, tenons",,,,"5181",,"7637",,,Olea europaea L.,Oleaceae,Olea,europaea,
"7346",,ship D,Olea europaea L.,Olea europaea L.,false,false,false,wood,waterlogging,stem,false,,,,,,,"1999",,"5226",,"7637",,,Olea europaea L.,Oleaceae,Olea,europaea,
"7361",,ship H,Olea europaea L.,Olea europaea L.,false,false,false,wood,waterlogging,stem,false,,,,,,,"1999",,"5231",,"7637",,,Olea europaea L.,Oleaceae,Olea,europaea,
"7438",,Giardino dello Speziale - XVIII,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"6",,,quantità ricavate da grafico in articolo,,,,"5217",,"7637",,"6",Olea europaea L.,Oleaceae,Olea,europaea,
"7444",,Giardino dello Speziale - XIX - XX,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"5",,,quantità ricavate da grafico in articolo,,,,"5216",,"7637",,"5",Olea europaea L.,Oleaceae,Olea,europaea,
"7445",,Giardino dello Speziale - XIX - XX,olivo,Olea europaea L.,false,false,false,carpological,charring,fruit,false,,"1",,,,,,,"5216",,"7637",,"1",Olea europaea L.,Oleaceae,Olea,europaea,
"7459",,S. Maria in Belvedere - strato 1C,Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,seed,false,,"1",,,,,,"Carra, M. L.,_Cattani, L.,_Zanni, C._2003_Aspetti paletnobotanici dell'area insediativa protostorica di S. Maria in Belverde sul Monte Cetona (Siena)_Rivista di scienze preistoriche_53_505-518","5189",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7484",,Giardino del Padre Priore - XIX - XX,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"25",,,quantità ricavate da grafico in articolo,,,,"5210",,"7637",,"25",Olea europaea L.,Oleaceae,Olea,europaea,
"7493",,Giardino del Padre Priore - end of XIX,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"8",,,quantità ricavate da grafico in articolo,,,,"5211",,"7637",,"8",Olea europaea L.,Oleaceae,Olea,europaea,
"7495",,Giardino del Padre Priore - end of XIX,V. vinifera,Vitis vinifera L.,false,false,false,carpological,charring,seed,false,,"1",,,,,,,"5211",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7502",,Giardino del Padre Priore - XIX,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"8",,,,,,,"5212",,"7637",,"8",Olea europaea L.,Oleaceae,Olea,europaea,
"7513",,Giardino del Padre Priore - II half of XVIII,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"15",,,quantità ricavate da grafico in articolo,,,,"5213",,"7637",,"15",Olea europaea L.,Oleaceae,Olea,europaea,
"7525",,Giardino del Padre Priore - end of  XX,O. europaea,Olea europaea L.,false,false,false,wood,charring,stem,false,,"5",,,,,,,"5209",,"7637",,"5",Olea europaea L.,Oleaceae,Olea,europaea,
"7532",,A8-CS2 - US303 (base),Olea europaea L.,Olea europaea L.,false,false,false,wood,charring,stem,false,,"150",,,,,"1993","Abbate Edlmann, M. L.,Giachi, G.,Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213","772",,"7637",,"150",Olea europaea L.,Oleaceae,Olea,europaea,
"7539",,A2??-ER1 - US202,Olea europaea L.,Olea europaea L.,false,false,false,wood,charring,stem,false,,"2",,,,,"1993","Abbate Edlmann, M. L.,Giachi, G.,Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213","777",,"7637",,"2",Olea europaea L.,Oleaceae,Olea,europaea,
"7542",,A10-BT3 - US309,Olea europaea L.,Olea europaea L.,false,false,false,wood,charring,stem,false,,"15",,,,,15/09/93,"Abbate Edlmann, M. L.,Giachi, G.,Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213","779",,"7637",,"15",Olea europaea L.,Oleaceae,Olea,europaea,
"7554",,Area D(SU 113),Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,unspecified,false,,"28",,,,,,,"1048",,"11130",,"28",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7555",,Area D(SU 113),Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,unspecified,false,,"99",,,,,,,"1048",,"11130",,"99",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7556",,Area D(SU 113),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,unspecified,false,,"186",,,,,,,"1048",,"11130",,"186",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7599",,"Tarquinia, aerea urbana, deposito reiterato",oliva,Olea europaea L.,false,false,false,carpological,charring,fruit,false,,,,,,,,,"518",,"7637",,,Olea europaea L.,Oleaceae,Olea,europaea,
"7609",,"Tarquinia, aerea urbana, deposito reiterato",Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,unspecified,false,,,,,,,,,"518",,"11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"7610",,"Tarquinia, aerea urbana, deposito reiterato",vite,Vitis vinifera L.,false,false,false,carpological,mineralization,unspecified,false,,,,,,,,,"518",,"11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
